1	0.0000
2	0.0000
3	0.0000
4	0.0000
5	0.0000
6	0.0249
7	0.0427
8	0.0285
9	0.0356
10	0.0142
11	0.0142
12	0.0107
13	0.0356
14	0.0498
15	0.0391
16	0.0712
17	0.0712
18	0.0925
19	0.1032
20	0.0534
21	0.0427
22	0.0569
23	0.0320
24	0.0356
25	0.0249
26	0.0214
27	0.0178
28	0.0142
29	0.0071
30	0.0214
31	0.0178
32	0.0214
33	0.0000
